species_key,scientific_name,body_size_impression,body_form,body_covering,movement_seen,observation_place,time_seen,primary_color,body_pattern,tail_impression,tail_shape,ear_size_impression,ear_shape_simple,snout_shape_simple,leg_foot_appearance,horns_or_antlers,horn_shape_simple,tusks_visible,quills_or_spines_visible,gliding_membrane_visible,bat_nose_shape,bat_tail_visibility,rodent_tail_type,primate_face_marking,carnivore_face_marking,carnivore_tail_marking,cetacean_dorsal_fin,cetacean_beak,cetacean_color_pattern,mole_front_feet,primate_brow_pattern,squirrel_ventral_or_side_pattern,gliding_mammal_marking_pattern,ungulate_marking_layout,cetacean_head_or_body_marking,ungulate_horn_or_antler_layout,bat_face_or_shoulder_layout,rodent_tail_relative_length
naemorhedus_griseus,Naemorhedus griseus,,hoofed_like,fur_or_hair,,ground,,grey,dorsal_stripe,,,,,,hooves,horns,curved,,,,,,,,,,,,,,,,,,,,,
balaenoptera_musculus,Balaenoptera musculus,cow_or_larger,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,mixed,,fluked,,,,,,,,,,,,,,,,small,no_distinct_beak,mottled,,,,,,,,,
balaenoptera_borealis,Balaenoptera borealis,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,light_belly,,,,,,single_rostrum_ridge_plain_jaw,,,
naemorhedus_evansi,Naemorhedus evansi,,hoofed_like,fur_or_hair,,,,brown,dorsal_stripe,,bushy,,,,,horns,curved,,,,,,,,,,,,,,,,,,,,,
balaenoptera_acutorostrata,Balaenoptera acutorostrata,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,light_belly,,,,,,white_flipper_band,,,
pseudois_nayaur,Pseudois nayaur,,hoofed_like,fur_or_hair,walking_or_running,ground,,grey,striped,,,,,,hooves,horns,curved,,,,,,,,,,,,,,,,,,,,,
peponocephala_electra,Peponocephala electra,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,black,,,,,,,,,,,,,,,,,,,,no_distinct_beak,mixed,,,,,,bulbous_head_no_beak,,,
orcinus_orca,Orcinus orca,cow_or_larger,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,black,patched,,fluked,,,,,,,,,,,,,,,,tall,no_distinct_beak,eye_patch,,,,,,,,,
grampus_griseus,Grampus griseus,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,mottled,,,,,,heavily_scarred_blunt_head,,,
globicephala_macrorhynchus,Globicephala macrorhynchus,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,black,,,,,,,,,,,,,,,,,,,rounded_low,no_distinct_beak,saddle_patch,,,,,,,,,
feresa_attenuata,Feresa attenuata,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,black,,,,,,,,,,,,,,,,,,,tall,no_distinct_beak,light_belly,,,,,,,,,
delphinus_capensis,Delphinus capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lagenodelphis_hosei,Lagenodelphis hosei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcaella_brevirostris,Orcaella brevirostris,,whale_dolphin_like,mostly_smooth_skin,swimming,freshwater_or_wetland,,grey,,,fluked,,,,,,,,,,,,,,,,small,no_distinct_beak,light_belly,,,,,,,,,
pseudorca_crassidens,Pseudorca crassidens,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,black,,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,light_belly,,,,,,,,,
sousa_chinensis,Sousa chinensis,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,white_or_cream,,,,,,,,,,,,,,,,,,,small,obvious_long_beak,mottled,,,,,,,,,
neophocaena_phocaenoides,Neophocaena phocaenoides,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,none_visible,no_distinct_beak,light_belly,,,,,,,,,
stenella_longirostris,Stenella longirostris,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,fluked,,,,,,,,,,,,,,,,tall,obvious_long_beak,light_belly,,,,,,long_thin_beak,,,
stenella_coeruleoalba,Stenella coeruleoalba,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,striped,,,,,,,,,,,,,,,,,,tall,obvious_long_beak,striped,,,,,,,,,
physeter_macrocephalus,Physeter macrocephalus,cow_or_larger,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,fluked,,,,,,,,,,,,,,,,small,no_distinct_beak,mostly_grey,,,,,,,,,
kogia_sima,Kogia sima,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,small,no_distinct_beak,light_belly,,,,,,,,,
kogia_breviceps,Kogia breviceps,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,rounded_low,no_distinct_beak,light_belly,,,,,,,,,
steno_bredanensis,Steno bredanensis,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,tall,obvious_long_beak,light_belly,,,,,,smooth_sloping_head_to_beak,,,
tursiops_aduncus,Tursiops aduncus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stenella_attenuata,Stenella attenuata,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,mixed,spotted,,,,,,,,,,,,,,,,,,,obvious_long_beak,mottled,,,,,,,,,
tursiops_truncatus,Tursiops truncatus,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,fluked,,,,,,,,,,,,,,,,curved_back,short_beak,light_belly,,,,,,bulbous_head_no_beak,,,
ziphius_cavirostris,Ziphius cavirostris,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,mixed,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,mottled,,,,,,sloping_head_indistinct_beak,,,
mesoplodon_ginkgodens,Mesoplodon ginkgodens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indopacetus_pacificus,Indopacetus pacificus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesoplodon_densirostris,Mesoplodon densirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesoplodon_layardii,Mesoplodon layardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
